Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
OFD1	gene	OFD1	Expert list;Expert Review;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Joubert syndrome 10 300804;Simpson-Golabi-Behmel syndrome, type 2 300209 XLR				16783569;15221448;11179005		False	3	100;0;0	1.120	False		ENSG00000046651	ENSG00000046651	HGNC:2567													
PAX2	gene	PAX2	Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Glomerulosclerosis, focal segmental, 7	616002;Papillorenal syndrome	120330"						False	3	0;0;0	1.120	False		ENSG00000075891	ENSG00000075891	HGNC:8616													
PKD1	gene	PKD1	Expert list;Expert Review;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Polycystic kidney disease, adult type I, 173900;Autosomal recessive polycystic kidney disease (ARPKD);Autosomal dominant polycystic kidney disease (ADPKD)				19165178;20558538;22034641;23624871		False	3	0;0;0	1.120	False		ENSG00000008710	ENSG00000008710	HGNC:9008													
PKD2	gene	PKD2	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic kidney disease 2, 613095				18635443;21719175;22114106		False	3	0;0;0	1.120	False		ENSG00000118762	ENSG00000118762	HGNC:9009													
PKHD1	gene	PKHD1	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney and hepatic disease, 263200						False	3	0;0;0	1.120	False		ENSG00000170927	ENSG00000170927	HGNC:9016													
PLCE1	gene	PLCE1	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 3 610725						False	3	0;0;0	1.120	False		ENSG00000138193	ENSG00000138193	HGNC:17175													
REN	gene	REN	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Hyperuricemic nephropathy, familial juvenile 2	613092;Renal tubular dysgenesis	267430;[Hyperproreninemia]"						False	3	0;0;0	1.120	False		ENSG00000143839	ENSG00000143839	HGNC:9958													
RPGRIP1L	gene	RPGRIP1L	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	COACH syndrome 216360;Joubert syndrome 7 611560;Meckel syndrome 5 611561						False	3	0;0;0	1.120	False		ENSG00000103494	ENSG00000103494	HGNC:29168													
RRM2B	gene	RRM2B	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy) 612075;Mitochondrial DNA depletion syndrome 8B (MNGIE type) 612075						False	3	0;0;0	1.120	False		ENSG00000048392	ENSG00000048392	HGNC:17296													
SALL1	gene	SALL1	Eligibility statement prior genetic testing;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Townes-Brocks syndrome, 107480;Townes-Brocks branchiootorenal-like syndrome, 107480						False	3	0;0;0	1.120	False		ENSG00000103449	ENSG00000103449	HGNC:10524													
SARS2	gene	SARS2	Expert Review Green;Literature	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis 613845;Progressive Spastic Paresis				21255763;24034276;27279129		False	3	100;0;0	1.120	False		ENSG00000104835	ENSG00000104835	HGNC:17697													
SCARB2	gene	SCARB2	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 4, with or without renal failure 254900						False	3	0;0;0	1.120	False		ENSG00000138760	ENSG00000138760	HGNC:1665													
SGPL1	gene	SGPL1	Expert Review Green;Literature	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome 14 617575				28181337; 28165339; 28165343		False	3	100;0;0	1.120	False		ENSG00000166224	ENSG00000166224	HGNC:10817													
SIX5	gene	SIX5	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Branchiootorenal syndrome 2, 610896						False	3	0;0;0	1.120	False		ENSG00000177045	ENSG00000177045	HGNC:10891													
SMARCAL1	gene	SMARCAL1	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Schimke immunoosseous dysplasia, OMIM:242900						False	3	0;0;0	1.120	False		ENSG00000138375	ENSG00000138375	HGNC:11102													
TBX18	gene	TBX18	Expert list;Expert Review Green	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Congenital anomalies of kidney and urinary tract 2 143400						False	3	0;0;0	1.120	False		ENSG00000112837	ENSG00000112837	HGNC:11595													
TMEM67	gene	TMEM67	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	COACH syndrome 216360;Joubert syndrome 6 610688;Meckel syndrome 3 607361;Nephronophthisis 11 613550;{Bardet-Biedl syndrome 14, modifier of} 615991						False	3	0;0;0	1.120	False		ENSG00000164953	ENSG00000164953	HGNC:28396													
TRAP1	gene	TRAP1	Expert list;Expert Review Green	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	CAKUT;VACTERL 192350				24152966		False	3	0;0;0	1.120	False		ENSG00000126602	ENSG00000126602	HGNC:16264													
TRIM8	gene	TRIM8	Expert Review Green;Literature	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	nephrotic syndrome;epilepsy;Focal segmental glomerulosclerosis and neurodevelopmental syndrome, OMIM:619428				33508234;32531461;32193649;33508234		False	3	100;0;0	1.120	False	Other	ENSG00000171206	ENSG00000171206	HGNC:15579													
TRPC6	gene	TRPC6	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glomerulosclerosis, focal segmental, 2 603965						False	3	0;0;0	1.120	False		ENSG00000137672	ENSG00000137672	HGNC:12338													
TSC1	gene	TSC1	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Tuberous sclerosis-1 191100						False	3	0;0;0	1.120	False		ENSG00000165699	ENSG00000165699	HGNC:12362													
TSC2	gene	TSC2	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Tuberous sclerosis-2 613254				 		False	3	0;0;0	1.120	False		ENSG00000103197	ENSG00000103197	HGNC:12363													
TTC21B	gene	TTC21B	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 12 613820						False	3	0;0;0	1.120	False		ENSG00000123607	ENSG00000123607	HGNC:25660													
UMOD	gene	UMOD	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert list;Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Other;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glomerulocystic kidney disease with hyperuricemia and isosthenuria 609886;Hyperuricemic nephropathy, familial juvenile 1 162000;Medullary cystic kidney disease 2 603860						False	3	0;0;0	1.120	False		ENSG00000169344	ENSG00000169344	HGNC:12559													
VHL	gene	VHL	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	von Hippel-Lindau syndrome 193300						False	3	0;0;0	1.120	False		ENSG00000134086	ENSG00000134086	HGNC:12687													
VIPAS39	gene	VIPAS39	Expert Review Green;Radboud University Medical Center, Nijmegen	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 2, OMIM:613404;ARC syndrome				20190753		False	3	100;0;0	1.120	False		ENSG00000151445	ENSG00000151445	HGNC:20347													
VPS33B	gene	VPS33B	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 1 208085						False	3	0;0;0	1.120	False		ENSG00000184056	ENSG00000184056	HGNC:12712													
WT1	gene	WT1	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Nephrotic syndrome, type 4 256370						False	3	0;0;0	1.120	False		ENSG00000184937	ENSG00000184937	HGNC:12796													
XPNPEP3	gene	XPNPEP3	Expert;Expert Review Green	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-like nephropathy 1 OMIM:613159;nephronophthisis-like nephropathy 1 MONDO:0013163				20179356;32660933		False	3	0;0;0	1.120	False		ENSG00000196236	ENSG00000196236	HGNC:28052													
ISCA-37401-Loss	region		Expert Review Green;ClinGen	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome;194072						False	3	0;0;0	1.120	False					11			31781961	32489442				3		60	cnv_loss	11p13 (WAGR syndrome) region Loss
ISCA-37405-Loss	region		Expert Review Green;ClinGen	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	juvenile nephronophthisis 1: including growth retardation.  Joubert syndrome: multisystem disease characterized by cerebellar vermis hypoplasia with prominent superior cerebellar peduncles (resulting in the 'molar tooth sign,' or MTS, on axial MRI), mental retardation, hypotonia, irregular breathing pattern, and eye movement abnormalities;266900;609583				9856524;15138899;8852662		False	3	0;0;0	1.120	False					2			110104531	110228181				30		60	cnv_loss	2q13 recurrent region (includes NPHP1) Loss
ISCA-37432-Loss	region		Expert Review Green;ClinGen	Unexplained kidney failure in young people	Disorders of function	Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	RCAD syndrome;utero-vaginal atresia;Schizophrenia;614527;delayed development, intellectual disability;Renal cysts and diabetes syndrome;Autism Spectrum Disorder;Mayer-Rokitansky-Kster-Hauser (MRKH) syndrome in females;Chromosome 17q12 deletion syndrome;global developmental delay						False	3	0;0;0	1.120	False					17			36458167	37854616				3		60	cnv_loss	17q12 recurrent (RCAD syndrome) region (includes HNF1B) Loss
